Quake Number,Location,Magnitude,Time
6985,"M 4.5 - 15km SE of Pamandzi, Mayotte",4.5,2019-03-18 04:36:45
6986,"M 4.3 - 53km NNE of Naze, Japan",4.3,2019-03-18 03:39:39
6987,"M 4.4 - 29km NE of Farkhar, Afghanistan",4.4,2019-03-18 01:10:24
6988,"M 4.1 - 271km NNE of Ndoi Island, Fiji",4.1,2019-03-18 01:04:07
6989,"M 4.3 - 98km NNE of Hihifo, Tonga",4.3,2019-03-17 23:55:22
6990,"M 4.7 - 26km ENE of Lakatoro, Vanuatu",4.7,2019-03-17 23:33:05
6991,M 4.4 - East of the Kuril Islands,4.4,2019-03-17 23:31:35
6992,"M 4.8 - 173km WSW of Kavieng, Papua New Guinea",4.8,2019-03-17 22:38:23
6993,"M 4.9 - 200km NNW of Farallon de Pajaros, Northern Mariana Islands",4.9,2019-03-17 20:25:51
6994,"M 4.3 - 9km ESE of Bandrele, Mayotte",4.3,2019-03-17 20:19:13
6995,"M 4.1 - 5km SSW of Belanting, Indonesia",4.1,2019-03-17 18:32:05
6996,"M 4.2 - 19km SW of Ndoi Island, Fiji",4.2,2019-03-17 17:07:55
6997,"M 4.3 - 293km SSW of Nikol'skoye, Russia",4.3,2019-03-17 17:03:09
6998,"M 4.4 - 97km NE of Hachinohe, Japan",4.4,2019-03-17 16:53:09
6999,"M 4.6 - 3km E of Bandrele, Mayotte",4.6,2019-03-17 16:08:36
7000,M 4.7 - South of the Fiji Islands,4.7,2019-03-17 15:57:11
7001,"M 4.6 - 29km N of Rabaul, Papua New Guinea",4.6,2019-03-17 14:54:55
7002,"M 4.5 - 13km N of Calanasan, Philippines",4.5,2019-03-17 14:54:30
7003,"M 4.8 - 180km SSE of Ishigaki, Japan",4.8,2019-03-17 14:28:28
7004,"M 4.1 - 224km WNW of L'Esperance Rock, New Zealand",4.1,2019-03-17 14:22:42
7005,"M 5.0 - 0km N of Panenggoede, Indonesia",5,2019-03-17 11:41:42
7006,"M 4.0 - 91km SW of Atka, Alaska",4,2019-03-17 11:40:58
7007,"M 4.4 - 111km NE of We, New Caledonia",4.4,2019-03-17 11:07:19
7008,M 4.5 - South of the Fiji Islands,4.5,2019-03-17 09:47:46
7009,"M 4.0 - 35km WNW of Abepura, Indonesia",4,2019-03-17 09:11:51
7010,"M 4.3 - 276km NE of Dili, East Timor",4.3,2019-03-17 09:07:05
7011,"M 4.7 - 191km ESE of Iwaki, Japan",4.7,2019-03-17 08:48:23
7012,"M 4.4 - 20km SSW of Tympakion, Greece",4.4,2019-03-17 08:38:35
7013,"M 4.7 - 191km ESE of Iwaki, Japan",4.7,2019-03-17 08:27:20
7014,"M 4.5 - 72km W of Coquimbo, Chile",4.5,2019-03-17 08:18:53
7015,"M 4.3 - 85km W of Agat Village, Guam",4.3,2019-03-17 07:01:28
7016,"M 4.2 - 112km NNE of Tobelo, Indonesia",4.2,2019-03-17 06:45:34
7017,"M 4.0 - 18km SE of Su'ao, Taiwan",4,2019-03-17 06:44:22
7018,"M 4.5 - 133km SSE of L'Esperance Rock, New Zealand",4.5,2019-03-17 06:20:09
7019,"M 4.8 - 12km ESE of Zakynthos, Greece",4.8,2019-03-17 05:49:39
7020,"M 4.6 - 197km NNE of Ile Hunter, New Caledonia",4.6,2019-03-17 03:28:25
7021,"M 4.5 - 45km NNW of Northern Islands Municipality - Mayor's Office, Northern Mariana Islands",4.5,2019-03-17 03:22:46
7022,M 4.6 - Azores Islands region,4.6,2019-03-17 03:03:33
7023,"M 4.3 - 1km SSW of Machiques, Venezuela",4.3,2019-03-17 01:49:11
7024,"M 5.3 - 4km NE of Sembalunbumbung, Indonesia",5.3,2019-03-17 01:09:19
7025,"M 5.6 - 4km SW of Sembalunbumbung, Indonesia",5.6,2019-03-17 01:07:25
7026,M 4.6 - Azores Islands region,4.6,2019-03-17 01:03:45
7027,M 4.7 - Azores Islands region,4.7,2019-03-16 23:45:59
7028,"M 4.3 - 36km N of Yigo Village, Guam",4.3,2019-03-16 23:09:53
7029,"M 4.2 - 279km ENE of Dili, East Timor",4.2,2019-03-16 21:11:55
7030,M 4.6 - Southern East Pacific Rise,4.6,2019-03-16 21:06:04
7031,M 4.7 - Azores Islands region,4.7,2019-03-16 20:20:42
7032,"M 4.0 - 84km ESE of Atka, Alaska",4,2019-03-16 19:52:56
7033,"M 4.2 - 43km NNW of Dededo Village, Guam",4.2,2019-03-16 19:10:57
7034,"M 4.5 - 144km NE of Mombetsu, Japan",4.5,2019-03-16 18:57:55
7035,M 4.5 - Azores Islands region,4.5,2019-03-16 18:57:40
7036,"M 5.1 - 156km W of Colchani, Bolivia",5.1,2019-03-16 18:53:37
7037,"M 5.1 - 78km ESE of Pangai, Tonga",5.1,2019-03-16 18:43:30
7038,"M 4.2 - 188km SE of Atka, Alaska",4.2,2019-03-16 18:18:56
7039,"M 4.4 - 27km SSW of Sinabang, Indonesia",4.4,2019-03-16 18:05:46
7040,"M 4.0 - 11km W of Govindgarh, India",4,2019-03-16 17:41:28
7041,"M 5.1 - 73km WNW of Curup, Indonesia",5.1,2019-03-16 16:29:29
7042,"M 4.5 - 248km ENE of Bouvet Island, Bouvet Island",4.5,2019-03-16 15:40:23
7043,"M 4.1 - 109km W of Nikol'skoye, Russia",4.1,2019-03-16 15:23:03
7044,"M 4.3 - 157km SW of Attu Station, Alaska",4.3,2019-03-16 14:47:01
7045,"M 4.3 - 248km NNE of Ndoi Island, Fiji",4.3,2019-03-16 14:35:53
7046,"M 4.0 - 82km SE of Kuqa, China",4,2019-03-16 14:25:49
7047,M 4.5 - Azores Islands region,4.5,2019-03-16 13:48:50
7048,"M 4.0 - 54km NNE of Mawlaik, Burma",4,2019-03-16 13:23:40
7049,M 4.7 - Azores Islands region,4.7,2019-03-16 13:19:41
7050,"M 4.4 - 285km NNE of Ndoi Island, Fiji",4.4,2019-03-16 13:11:16
7051,M 4.5 - Azores Islands region,4.5,2019-03-16 13:05:29
7052,M 4.6 - Azores Islands region,4.6,2019-03-16 12:39:53
7053,"M 5.2 - 28km NW of Coquimbo, Chile",5.2,2019-03-16 12:06:15
7054,"M 5.0 - Off the coast of Aisen, Chile",5,2019-03-16 11:54:33
7055,"M 4.3 - 195km NNW of Saumlaki, Indonesia",4.3,2019-03-16 11:23:37
7056,"M 4.5 - 54km W of Kasiguncu, Indonesia",4.5,2019-03-16 09:46:28
7057,"M 4.8 - 182km WNW of Saumlaki, Indonesia",4.8,2019-03-16 08:58:20
7058,"M 4.2 - 28km S of Intipuca, El Salvador",4.2,2019-03-16 08:54:30
7059,"M 4.1 - 27km WNW of Kefamenanu, Indonesia",4.1,2019-03-16 06:35:50
7060,"M 4.2 - 176km N of Dili, East Timor",4.2,2019-03-16 05:38:00
7061,"M 4.0 - 75km SSW of Kobuk, Alaska",4,2019-03-16 04:56:25
7062,"M 5.4 - 9km NW of Balatero, Philippines",5.4,2019-03-16 03:58:19
7063,"M 4.6 - 100km SSE of Makry Gialos, Greece",4.6,2019-03-16 02:50:13
7064,"M 4.4 - 118km ENE of Miyako, Japan",4.4,2019-03-16 02:01:01
7065,"M 5.2 - 95km WNW of Laiwui, Indonesia",5.2,2019-03-16 01:30:39
7066,"M 4.9 - 95km WNW of Kota Ternate, Indonesia",4.9,2019-03-16 01:06:15
7067,"M 4.4 - 97km WNW of Iquique, Chile",4.4,2019-03-16 00:34:53
7068,"M 5.0 - 18km SSE of Mach, Pakistan",5,2019-03-16 00:00:04
7069,"M 4.9 - Izu Islands, Japan region",4.9,2019-03-15 23:40:01
7070,"M 4.3 - 61km NW of Ndoi Island, Fiji",4.3,2019-03-15 23:36:39
7071,"M 4.3 - 78km NE of Otrada, Russia",4.3,2019-03-15 22:54:56
7072,"M 4.1 - 165km ESE of Mohean, India",4.1,2019-03-15 22:13:00
7073,"M 4.4 - 4km SSE of Macquarie Island, Australia",4.4,2019-03-15 20:52:22
7074,"M 4.4 - 30km SSE of Uyuni, Bolivia",4.4,2019-03-15 19:31:16
7075,M 5.1 - Southwest of Africa,5.1,2019-03-15 18:48:44
7076,"M 4.4 - 32km SSW of Agrihan, Northern Mariana Islands",4.4,2019-03-15 18:10:05
7077,"M 5.5 - 8km ESE of Manga, Philippines",5.5,2019-03-15 17:07:56
7078,"M 4.3 - 31km ESE of Buldir Island, Alaska",4.3,2019-03-15 16:33:13
7079,"M 4.4 - 21km SSE of Jarm, Afghanistan",4.4,2019-03-15 16:31:53
7080,"M 4.5 - 45km SSE of Kani Keli, Mayotte",4.5,2019-03-15 16:11:49
7081,"M 4.2 - 39km W of Bozcaada, Turkey",4.2,2019-03-15 15:54:20
7082,"M 4.9 - 240km WSW of Merizo Village, Guam",4.9,2019-03-15 15:17:28
7083,"M 4.0 - 73km NNW of Atka, Alaska",4,2019-03-15 14:21:26
7084,"M 4.5 - 46km E of Ndoi Island, Fiji",4.5,2019-03-15 13:41:42
7085,"M 5.1 - Kepulauan Barat Daya, Indonesia",5.1,2019-03-15 13:35:19
7086,"M 4.4 - 143km SE of Pondaguitan, Philippines",4.4,2019-03-15 13:00:14
7087,"M 4.7 - 243km WSW of Puerto Quellon, Chile",4.7,2019-03-15 12:42:51
7088,"M 5.6 - 244km NE of Raoul Island, New Zealand",5.6,2019-03-15 11:53:34
7089,"M 4.4 - 169km SE of L'Esperance Rock, New Zealand",4.4,2019-03-15 09:47:52
7090,"M 4.3 - 13km S of Macquarie Island, Australia",4.3,2019-03-15 08:43:03
7091,"M 4.6 - 43km E of Port-Olry, Vanuatu",4.6,2019-03-15 08:02:01
7092,"M 4.3 - 99km NNE of Ishigaki, Japan",4.3,2019-03-15 07:55:22
7093,"M 4.0 - 90km SW of Atka, Alaska",4,2019-03-15 07:39:28
7094,"M 4.2 - 8km NE of Roshtqal'a, Tajikistan",4.2,2019-03-15 07:38:22
7095,"M 5.1 - 83km WNW of Kandrian, Papua New Guinea",5.1,2019-03-15 06:08:38
7096,"M 4.3 - 152km S of False Pass, Alaska",4.3,2019-03-15 06:05:10
7097,M 4.3 - South of the Fiji Islands,4.3,2019-03-15 05:59:39
7098,"M 4.2 - 48km ESE of Shizunai, Japan",4.2,2019-03-15 04:49:15
7099,"M 4.4 - Xinjiang-Qinghai border region, China",4.4,2019-03-15 04:40:53
7100,"M 4.3 - 28km S of Leksula, Indonesia",4.3,2019-03-15 04:03:42
7101,"M 4.6 - 13km SE of Manga, Philippines",4.6,2019-03-15 03:55:32
7102,"M 4.4 - 70km NE of Finschhafen, Papua New Guinea",4.4,2019-03-15 03:01:14
7103,"M 4.3 - 180km ENE of Petropavlovsk-Kamchatskiy, Russia",4.3,2019-03-15 01:41:46
7104,"M 4.0 - 258km SE of Kodiak, Alaska",4,2019-03-15 01:00:12
7105,"M 4.5 - 276km WNW of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-03-15 00:45:16
7106,"M 6.3 - 30km S of Cliza, Bolivia",6.3,2019-03-14 23:03:50
7107,"M 4.5 - 35km SE of Namie, Japan",4.5,2019-03-14 22:51:14
7108,"M 4.2 - 15km W of Putre, Chile",4.2,2019-03-14 22:36:01
7109,"M 4.7 - 88km SSE of Sola, Vanuatu",4.7,2019-03-14 21:38:16
7110,"M 4.5 - 5km SE of Silago, Philippines",4.5,2019-03-14 20:56:52
7111,"M 4.1 - 151km ESE of Lambasa, Fiji",4.1,2019-03-14 18:46:35
7112,"M 4.6 - 17km SSE of Neob, Indonesia",4.6,2019-03-14 18:29:56
7113,"M 4.6 - 17km SSE of General Luna, Philippines",4.6,2019-03-14 17:02:47
7114,"M 4.4 - 139km SE of Visokoi Island, South Georgia and the South Sandwich Islands",4.4,2019-03-14 16:26:28
7115,"M 4.5 - 111km WNW of Kota Ternate, Indonesia",4.5,2019-03-14 15:52:14
7116,"M 4.7 - 128km SW of Lorengau, Papua New Guinea",4.7,2019-03-14 15:46:42
7117,"M 4.5 - 42km N of Visokoi Island, South Georgia and the South Sandwich Islands",4.5,2019-03-14 15:36:17
7118,"M 4.1 - 42km NW of Kandrian, Papua New Guinea",4.1,2019-03-14 14:57:39
7119,"M 4.1 - 135km SSW of Lorengau, Papua New Guinea",4.1,2019-03-14 14:35:47
7120,"M 4.3 - 122km N of Calama, Chile",4.3,2019-03-14 14:25:38
7121,"M 4.2 - 113km E of Iquique, Chile",4.2,2019-03-14 13:27:04
7122,"M 4.6 - 34km SW of Ashkasham, Afghanistan",4.6,2019-03-14 13:25:18
7123,"M 4.3 - Xinjiang-Qinghai border region, China",4.3,2019-03-14 12:14:23
7124,"M 4.5 - 125km WSW of Banda Aceh, Indonesia",4.5,2019-03-14 11:28:55
7125,M 4.3 - South of the Fiji Islands,4.3,2019-03-14 11:23:52
7126,"M 4.3 - 44km W of Ayacucho, Peru",4.3,2019-03-14 11:18:35
7127,"M 4.3 - 93km NNW of Myitkyina, Burma",4.3,2019-03-14 09:17:36
7128,"M 4.8 - 40km SE of Belen, Argentina",4.8,2019-03-14 09:09:49
7129,"M 4.4 - 132km ENE of Sola, Vanuatu",4.4,2019-03-14 07:26:33
7130,"M 4.3 - 9km SSW of Hasaki, Japan",4.3,2019-03-14 05:59:05
7131,"M 4.6 - 15km NNE of Motozintla de Mendoza, Mexico",4.6,2019-03-14 04:05:25
7132,"M 4.5 - 121km E of Macas, Ecuador",4.5,2019-03-14 03:02:07
7133,"M 4.4 - 76km ESE of Aras-asan, Philippines",4.4,2019-03-14 02:58:14
7134,"M 4.3 - 112km E of Malili, Indonesia",4.3,2019-03-14 02:51:28
7135,"M 4.0 - 19km ESE of Vostok, Russia",4,2019-03-14 02:24:22
7136,"M 4.4 - 42km NNW of Kandrian, Papua New Guinea",4.4,2019-03-14 01:37:40
7137,"M 4.5 - 142km SSE of Lata, Solomon Islands",4.5,2019-03-14 01:14:28
7138,"M 4.4 - 46km SSE of Pacora, Panama",4.4,2019-03-14 01:09:55
7139,"M 4.4 - 25km SE of Visokoi Island, South Georgia and the South Sandwich Islands",4.4,2019-03-14 00:53:13
7140,"M 4.6 - 155km NNE of Chichi-shima, Japan",4.6,2019-03-13 23:51:12
7141,"M 4.9 - 41km WSW of Duowa, China",4.9,2019-03-13 23:32:44
7142,"M 4.1 - 160km NNW of Kota Ternate, Indonesia",4.1,2019-03-13 23:11:29
7143,"M 4.5 - 31km W of San Nicolas, Philippines",4.5,2019-03-13 21:13:36
7144,"M 5.0 - 174km E of Agrihan, Northern Mariana Islands",5,2019-03-13 20:52:08
7145,"M 4.7 - 33km S of Khanabad, Afghanistan",4.7,2019-03-13 19:56:24
7146,"M 4.7 - 117km WNW of Kota Ternate, Indonesia",4.7,2019-03-13 17:22:47
7147,"M 4.0 - 33km WSW of Ovalle, Chile",4,2019-03-13 15:46:11
7148,"M 4.8 - 18km WSW of Saryaghash, Kazakhstan",4.8,2019-03-13 15:32:01
7149,"M 4.6 - 42km NE of Taitung City, Taiwan",4.6,2019-03-13 15:07:22
7150,"M 4.0 - 222km NW of Nanao, Japan",4,2019-03-13 14:35:47
7151,"M 4.2 - 63km ENE of Kinablangan, Philippines",4.2,2019-03-13 12:03:04
7152,"M 4.2 - 293km NW of Manado, Indonesia",4.2,2019-03-13 11:58:12
7153,"M 4.1 - 237km NNE of Ndoi Island, Fiji",4.1,2019-03-13 10:46:42
7154,"M 4.6 - 35km SE of Ainaro, East Timor",4.6,2019-03-13 08:42:44
7155,"M 4.5 - 28km ENE of Falam, Burma",4.5,2019-03-13 07:44:04
7156,"M 4.3 - 293km SSW of L'Esperance Rock, New Zealand",4.3,2019-03-13 07:04:50
7157,"M 4.4 - Izu Islands, Japan region",4.4,2019-03-13 05:56:24
7158,"M 4.2 - 62km W of Ovalle, Chile",4.2,2019-03-13 05:53:24
7159,"M 4.7 - 88km E of Lata, Solomon Islands",4.7,2019-03-13 05:45:34
7160,"M 4.5 - 21km SW of Tilamuta, Indonesia",4.5,2019-03-13 05:36:09
7161,M 4.2 - Fiji region,4.2,2019-03-13 05:30:13
7162,"M 4.3 - 217km W of Saumlaki, Indonesia",4.3,2019-03-13 05:02:01
7163,"M 5.5 - 12km SSE of Volcano, Hawaii",5.54,2019-03-13 04:55:13
7164,"M 4.6 - 117km SSW of `Ohonua, Tonga",4.6,2019-03-13 02:44:15
7165,"M 4.3 - 101km E of Tadine, New Caledonia",4.3,2019-03-13 02:04:42
7166,"M 4.5 - 244km NNE of Ndoi Island, Fiji",4.5,2019-03-13 01:03:27
7167,"M 4.4 - 10km ENE of Kinablangan, Philippines",4.4,2019-03-13 00:14:28
7168,"M 4.6 - 204km E of Neiafu, Tonga",4.6,2019-03-12 22:58:37
7169,"M 5.2 - 22km ESE of Anan, Japan",5.2,2019-03-12 22:48:49
7170,"M 4.5 - 115km ESE of Iwaki, Japan",4.5,2019-03-12 22:45:06
7171,"M 4.7 - 42km S of Hualian, Taiwan",4.7,2019-03-12 22:32:35
7172,M 4.4 - Fiji region,4.4,2019-03-12 22:28:11
7173,"M 5.1 - 13km ENE of Pamandzi, Mayotte",5.1,2019-03-12 22:27:51
7174,"M 4.7 - 154km S of Kokopo, Papua New Guinea",4.7,2019-03-12 22:12:37
7175,"M 4.8 - 103km NNW of Dobo, Indonesia",4.8,2019-03-12 21:01:49
7176,"M 4.3 - 146km NE of Ndoi Island, Fiji",4.3,2019-03-12 20:53:23
7177,"M 4.3 - 75km SSW of Kaktovik, Alaska",4.3,2019-03-12 20:42:25
7178,"M 4.3 - 23km E of Vallenar, Chile",4.3,2019-03-12 20:11:01
7179,"M 5.0 - 98km SSW of Ogotua, Indonesia",5,2019-03-12 19:51:18
7180,"M 4.3 - 109km SSW of Ogotua, Indonesia",4.3,2019-03-12 19:50:48
7181,"M 4.2 - 42km ESE of Manay, Philippines",4.2,2019-03-12 17:56:08
7182,"M 4.6 - 108km SE of Kimbe, Papua New Guinea",4.6,2019-03-12 17:20:50
7183,M 4.6 - Southeast of Easter Island,4.6,2019-03-12 17:07:48
7184,M 4.5 - Federated States of Micronesia region,4.5,2019-03-12 15:27:00
7185,"M 4.6 - 16km SE of Keelung, Taiwan",4.6,2019-03-12 14:19:15
7186,M 4.4 - East of the North Island of New Zealand,4.4,2019-03-12 13:46:30
7187,"M 4.5 - 20km S of Salina Cruz, Mexico",4.5,2019-03-12 13:43:10
7188,"M 4.3 - 92km ESE of Ishinomaki, Japan",4.3,2019-03-12 12:31:56
7189,M 4.4 - South of the Fiji Islands,4.4,2019-03-12 12:17:30
7190,"M 4.5 - 35km WSW of Santo Tomas, Peru",4.5,2019-03-12 12:06:30
7191,"M 4.2 - 264km NE of Enarotali, Indonesia",4.2,2019-03-12 11:00:44
7192,"M 4.5 - 11km SE of Pamandzi, Mayotte",4.5,2019-03-12 10:34:57
7193,"M 4.3 - 276km SSE of Tabiauan, Philippines",4.3,2019-03-12 10:24:35
7194,"M 4.3 - 58km E of Kinablangan, Philippines",4.3,2019-03-12 09:53:34
7195,"M 4.5 - 71km SSW of Kobuk, Alaska",4.5,2019-03-12 09:52:51
7196,"M 4.0 - 14km E of Malunda, Indonesia",4,2019-03-12 09:18:39
7197,"M 4.0 - 36km NE of Praiyawang, Indonesia",4,2019-03-12 09:12:06
7198,"M 4.6 - 14km SSW of Jobos, Puerto Rico",4.6,2019-03-12 07:08:57
7199,"M 4.5 - 38km NNW of Orcopampa, Peru",4.5,2019-03-12 06:51:07
7200,"M 4.9 - 129km SSW of Lorengau, Papua New Guinea",4.9,2019-03-12 06:38:28
7201,"M 4.1 - 140km SSW of Lorengau, Papua New Guinea",4.1,2019-03-12 06:21:46
7202,"M 4.5 - 34km NNW of Mandali, Iraq",4.5,2019-03-12 06:06:05
7203,"M 4.3 - 38km WSW of Sarpol-e Zahab, Iran",4.3,2019-03-12 06:05:20
7204,"M 4.4 - 75km WNW of Kandrian, Papua New Guinea",4.4,2019-03-12 04:56:09
7205,"M 4.6 - 39km WNW of Sardinal, Costa Rica",4.6,2019-03-12 03:47:11
7206,"M 4.4 - 11km N of Lalas, Greece",4.4,2019-03-12 02:38:55
7207,"M 4.3 - 113km SSE of Raoul Island, New Zealand",4.3,2019-03-12 01:41:42
7208,"M 4.2 - 39km SSE of Tobelo, Indonesia",4.2,2019-03-11 23:35:31
7209,"M 4.1 - 10km SW of Santa Maria Petapa, Mexico",4.1,2019-03-11 23:00:42
7210,"M 4.4 - 164km ESE of Tadine, New Caledonia",4.4,2019-03-11 21:40:10
7211,M 4.8 - Fiji region,4.8,2019-03-11 21:25:18
7212,M 4.8 - Owen Fracture Zone region,4.8,2019-03-11 21:04:45
7213,"M 4.3 - 214km E of Suva, Fiji",4.3,2019-03-11 19:38:57
7214,"M 4.0 - 37km NNE of `Alaqahdari-ye Kiran wa Munjan, Afghanistan",4,2019-03-11 19:27:05
7215,"M 4.8 - 107km NNW of Batang, Indonesia",4.8,2019-03-11 19:12:25
7216,"M 4.3 - 42km NW of Pagan, Northern Mariana Islands",4.3,2019-03-11 19:08:30
7217,"M 4.8 - 108km N of Visokoi Island, South Georgia and the South Sandwich Islands",4.8,2019-03-11 18:35:41
7218,"M 4.3 - 40km WNW of Namatanai, Papua New Guinea",4.3,2019-03-11 18:01:03
7219,"M 4.6 - 18km SSE of Machali, Chile",4.6,2019-03-11 16:14:16
7220,"M 4.9 - 119km SE of L'Esperance Rock, New Zealand",4.9,2019-03-11 14:56:28
7221,M 4.5 - Reykjanes Ridge,4.5,2019-03-11 14:12:46
7222,"M 4.2 - 3km SSW of Luksuhin, Philippines",4.2,2019-03-11 14:11:53
7223,"M 4.7 - 11km SW of Visokoi Island, South Georgia and the South Sandwich Islands",4.7,2019-03-11 13:27:32
7224,"M 5.0 - 59km WNW of Kandrian, Papua New Guinea",5,2019-03-11 13:01:23
7225,"M 4.4 - 56km ESE of L'Esperance Rock, New Zealand",4.4,2019-03-11 12:37:18
7226,"M 4.6 - 57km ENE of Sulangan, Philippines",4.6,2019-03-11 12:36:41
7227,"M 4.5 - 31km S of Farkhar, Afghanistan",4.5,2019-03-11 12:16:24
7228,M 4.8 - Southern East Pacific Rise,4.8,2019-03-11 12:05:02
7229,"M 4.1 - 47km W of Kandrian, Papua New Guinea",4.1,2019-03-11 12:01:04
7230,"M 5.3 - 60km WSW of Padangsidempuan, Indonesia",5.3,2019-03-11 10:34:28
7231,"M 5.2 - 32km WSW of Kandrian, Papua New Guinea",5.2,2019-03-11 10:31:39
7232,"M 5.9 - 62km WNW of Kandrian, Papua New Guinea",5.9,2019-03-11 10:25:51
7233,M 4.6 - Balleny Islands region,4.6,2019-03-11 10:10:08
7234,"M 4.2 - 31km SW of Kaliandak, Indonesia",4.2,2019-03-11 09:56:53
7235,"M 4.3 - 36km E of Amatignak Island, Alaska",4.3,2019-03-11 09:48:49
7236,"M 4.4 - 58km N of Tobelo, Indonesia",4.4,2019-03-11 09:30:48
7237,"M 4.9 - 64km NNW of Hihifo, Tonga",4.9,2019-03-11 09:27:57
7238,"M 4.0 - 35km E of Amatignak Island, Alaska",4,2019-03-11 09:19:33
7239,"M 4.5 - 92km WSW of Mutis, Colombia",4.5,2019-03-11 08:54:25
7240,"M 4.1 - 12km W of Paine, Chile",4.1,2019-03-11 08:22:17
7241,"M 5.2 - 93km WSW of Onan Ganjang, Indonesia",5.2,2019-03-11 07:26:24
7242,"M 4.5 - 62km NNE of Wabag, Papua New Guinea",4.5,2019-03-11 07:10:38
7243,"M 4.9 - 169km NNW of Saumlaki, Indonesia",4.9,2019-03-11 07:03:09
7244,"M 4.2 - 268km NNW of Saumlaki, Indonesia",4.2,2019-03-11 05:28:13
7245,M 4.9 - Reykjanes Ridge,4.9,2019-03-11 05:00:28
7246,"M 4.1 - 186km ESE of Nikol'skoye, Russia",4.1,2019-03-11 04:13:43
7247,"M 4.5 - 38km ESE of Buala, Solomon Islands",4.5,2019-03-11 03:45:04
7248,"M 5.2 - 91km N of Iwo Jima, Japan",5.2,2019-03-11 03:33:47
7249,"M 5.0 - 151km SSW of Merizo Village, Guam",5,2019-03-11 03:28:04
7250,"M 4.5 - 133km E of Iwaki, Japan",4.5,2019-03-11 02:31:42
7251,"M 4.5 - 153km ESE of Iwaki, Japan",4.5,2019-03-11 02:27:03
7252,"M 4.6 - 131km E of Iwaki, Japan",4.6,2019-03-11 02:20:50
7253,M 4.5 - Reykjanes Ridge,4.5,2019-03-11 02:00:02
7254,M 4.3 - South of the Fiji Islands,4.3,2019-03-11 01:25:21
7255,M 4.9 - Western Indian-Antarctic Ridge,4.9,2019-03-11 00:43:55
7256,"M 4.9 - 6km SE of Kihoku-cho, Japan",4.9,2019-03-11 00:37:51
7257,"M 5.2 - 50km S of Tanaga Volcano, Alaska",5.2,2019-03-11 00:23:14
7258,M 4.2 - South of the Fiji Islands,4.2,2019-03-10 23:04:50
7259,"M 4.6 - 92km SE of Ndoi Island, Fiji",4.6,2019-03-10 22:21:10
7260,"M 4.6 - 137km NNE of Calama, Chile",4.6,2019-03-10 21:33:01
7261,"M 4.4 - 234km W of Tual, Indonesia",4.4,2019-03-10 21:17:54
7262,M 5.1 - Southwest Indian Ridge,5.1,2019-03-10 21:15:30
7263,"M 4.3 - 127km ENE of Samarai, Papua New Guinea",4.3,2019-03-10 21:04:02
7264,M 4.0 - North of Franz Josef Land,4,2019-03-10 19:55:18
7265,"M 4.5 - 99km E of Port Blair, India",4.5,2019-03-10 19:14:29
7266,"M 4.8 - 54km SE of Cape Yakataga, Alaska",4.8,2019-03-10 18:07:18
7267,M 4.4 - South Indian Ocean,4.4,2019-03-10 16:49:40
7268,"M 4.2 - 54km ESE of Cape Yakataga, Alaska",4.2,2019-03-10 16:40:10
7269,"M 4.2 - 87km W of Anchor Point, Alaska",4.2,2019-03-10 15:44:36
7270,"M 4.3 - 21km ENE of Pamandzi, Mayotte",4.3,2019-03-10 14:33:20
7271,"M 4.6 - 27km S of Panguna, Papua New Guinea",4.6,2019-03-10 14:05:53
7272,M 4.3 - Reykjanes Ridge,4.3,2019-03-10 13:40:40
7273,"M 4.8 - 263km S of Ndoi Island, Fiji",4.8,2019-03-10 13:35:19
7274,"M 4.4 - 13km SSE of Paredon, Mexico",4.4,2019-03-10 13:17:12
7275,M 4.6 - Reykjanes Ridge,4.6,2019-03-10 13:13:47
7276,M 4.6 - Reykjanes Ridge,4.6,2019-03-10 12:59:15
7277,"M 5.0 - 142km ESE of Iwaki, Japan",5,2019-03-10 12:43:42
7278,M 4.8 - Southwest Indian Ridge,4.8,2019-03-10 12:34:47
7279,M 4.6 - Reykjanes Ridge,4.6,2019-03-10 12:33:34
7280,"M 4.3 - 181km W of Al Qunfidhah, Saudi Arabia",4.3,2019-03-10 12:21:57
7281,M 5.9 - Reykjanes Ridge,5.9,2019-03-10 12:04:59
7282,M 5.5 - Reykjanes Ridge,5.5,2019-03-10 11:58:43
7283,"M 4.7 - 124km E of Iwaki, Japan",4.7,2019-03-10 11:39:43
7284,"M 4.9 - 131km E of Iwaki, Japan",4.9,2019-03-10 11:24:15
7285,"M 5.0 - 41km E of Madang, Papua New Guinea",5,2019-03-10 11:21:54
7286,"M 5.7 - 133km E of Iwaki, Japan",5.7,2019-03-10 11:10:52
7287,M 5.1 - Reykjanes Ridge,5.1,2019-03-10 10:23:49
7288,M 4.7 - Fiji region,4.7,2019-03-10 10:19:51
7289,"M 4.9 - 136km SW of Kulumadau, Papua New Guinea",4.9,2019-03-10 09:54:06
7290,"M 4.5 - 122km W of Havelu, Tonga",4.5,2019-03-10 09:21:17
7291,M 4.2 - South Indian Ocean,4.2,2019-03-10 09:00:50
7292,"M 4.4 - 143km SSW of Kulumadau, Papua New Guinea",4.4,2019-03-10 07:51:56
7293,"M 4.4 - 142km SSW of Kulumadau, Papua New Guinea",4.4,2019-03-10 07:37:31
